0Invert X|反转X轴
Kill <target_creature> [<current_kills>/<target_kills>]|消灭<target_creature>[<current_kills>/<target_kills>]
This quest has been completed|该任务已被完成
<challenge> Challenges: <num>|<challenge>挑战：<num>
Total Points Earned: <points>|全部已获得分数：<points>
Yellow Lizards|金蜥蜴
Red Centipedes|烈焰蜈蚣
Miros Vultures|钢秃鹫
Mother Spiders|蛛母
Slugcat Select|蛞蝓猫选择
colored pearls|彩色珍珠
Explosive Jump|爆炸跳跃
Scavenger Bomb|拾荒者炸弹
Electric Spear|电能长矛
Neuron Gifting|给予神经元
Pearl Delivery|珍珠送达
Pearl Hoarding|珍珠贮藏
Vista Visiting|瞭望点到访
Scavenger Hunt|拾荒者狩猎
Challenge list|挑战列表
Total: <total>|全部：<total>
SLUGCAT SELECT|蛞蝓猫选择
NEW BEST TIME:|新最佳时间：
Red Lizards|烈焰蜥蜴
Pole Mimics|拟态草
Miros Birds|钢鸟
Eel Lizards|鳗蜥蜴
Progression|进度
Neuron Glow|神经元发光
Flare Bombs|闪光弹
Cycle Score|雨循环分数
UNLOCKABLES|可解锁
EXPEDITIONS|探险
Small Centipedes|小蜈蚣
Large Centipedes|巨型蜈蚣
Terror Long Legs|恐怖长肢腐瘤
Mother Long Legs|恐怖长肢腐瘤
Elite Scavengers|精英拾荒者
Challenge Select|挑战选择
Singularity Bomb|奇点炸弹
Points: <points>|分数：<points>
Burden: <burden>|负担：<burden>
Creature Hunting|生物狩猎
CHALLENGE FILTER|挑战筛选器
GAMEPLAY CHANGES|玩法变更
CHALLENGE SELECT|挑战选择
Spitter Spiders|喷毒狼蛛
Daddy Long Legs|长肢腐瘤
Caramel Lizards|焦糖蜥蜴
Large Jellyfish|巨型水母
LEVEL <current>|等级<current>
POINTS: <score>|分数：<score>
Enable Passages|启用通行证
Slugcat: <slug>|蛞蝓猫：<slug>
Scavenger Bombs|拾荒者炸弹
Item Collecting|物品收集
Nature's Friend|自然之友
Hunter Gatherer|采猎者
Change of Heart|改变心意
Strawberry Lizards|草莓蜥蜴
Reach Level: <num>|已到达等级：<num>
Firecracker Plants|鞭炮草
Scavenger Lanterns|拾荒者灯笼
Expedition-Players|玩家：<num_p>
UNLOCKING SLUGCATS|正在解锁蛞蝓猫
ps4_expedition_slot_description|雨世界探险存档数据
ps4_expedition_core_description|雨世界探险核心数据
ps4_save_expedition_core_failed|保存探险核心数据时发生错误。
ps4_load_expedition_core_failed|探险核心数据已损坏并且将被删除。
Earn <achievement_name> passage|获得<achievement_name>成就
Plays unlocked tracks at random|随机播放已解锁曲目
ps4_save_expedition_core_failed_free_space|保存探险核心数据时发生错误。空间不足。要再次尝试吗？
Start the expedition with a Scavenger Bomb|持有拾荒者炸弹开始探险
With no unique skills to boast about, The Survivor embarks on an<LINE>Expedition to test their resolve|没有什么特别技能可以炫耀的求生者踏上探险之路，<LINE>就是为了考验自己的决心
Attuned with nature and empathetic to its inhabitants, The Monk departs<LINE>to find their place in the world|同情众生、顺应自然的僧侣踏上旅程<LINE>是为了在世界上找到属于自己的归宿
Opens the challenge filter menu, allowing you to toggle which types of challenges can appear when re-rolling.|打开挑战筛选菜单，你能够选择重新抽取挑战时可以出现的挑战类型。
Dextrous and handy with a spear, The Hunter sets forth once again<LINE>into a world of danger|可自如使用长矛的猎手将再次踏上<LINE>前往危险世界的旅程
A brave explorer, hungry for their next adventure, or perhaps<LINE>their next meal|一个勇敢的探险家，渴望着下一次冒险，<LINE>也有可能渴望着下一顿饭
An explosive fighter and combat expert, The Artificer journeys once<LINE>again into the unknown|身为爆炸斗士和战斗专家，工匠将再次<LINE>踏上未知的旅程
A spear expert forced to fight to survive, their Expedition is<LINE>sure to be one fraught with peril|作为一个被迫为生存而战的长矛专家，<LINE>其探险之路一定危机四伏
Extremely agile and an adept swimmer, The Rivulet speeds<LINE>towards their goal out of necessity|身手敏捷、水性出众的溪流在必要时，<LINE>会朝着自己的目标加速前进
Start the expedition with a Scavenger Bomb, a potential head start for combat related challenges.|开始探险时，你会持有一个拾荒者手雷，它是与战斗相关挑战的潜在优势。
A pacifist at heart, The Saint endures the bitter cold and searches<LINE>for their purpose|内心平和的圣徒忍受着严寒，寻找着<LINE>自己的目的
Earn <score_target> points from creature kills this cycle [<current_score>/<score_target>]|本次雨循环消灭生物获得<score_target>点分数[<current_score>/<score_target>]
Start the expedition with reinforced karma, a Karma Flower will spawn at the site of death|开始探险时，业力处于增强状态。死亡处会生成一朵业力之花
CHOOSE YOUR SLUGCAT|选择你的蛞蝓猫
NEW<LINE>EXPEDITION|新<LINE>探险
Spear Dual-Wielding|双持长矛
CONTINUE<LINE>EXPEDITION|继续<LINE>探险
PERKS: <current>/<limit>|增益：<current>/<limit>
You are being pursued...|你正在被追踪……
Hidden Challenges: <num>|已隐藏挑战：<num>
Current Points: <points>|当前分数：<points>
Enable a range of perks to aid you in your expedition|获得一系列增益效果来帮助你进行探险
Reach milestones and complete expeditions with certain restrictions to earn rewards|在一定的限制条件下达到里程碑并完成探险以获得奖励
The required character has an on-going expedition, finish or abandon it to continue|所需角色有正在进行的探险，完成或放弃探险以继续
Earn <score_target> points from creature kills [<current_score>/<score_target>]|消灭生物获得<score_target>点分数[<current_score>/<score_target>]
Neurons delivered to Looks to the Moon <progress>|已送给仰望皓月的神经元<progress>
The Expedition will end upon taking the plunge...|探险将在跃入虚空海时结束……
Store <amount> <target_pearl> in a shelter in <region_name>|将<amount>个<target_pearl>储存在<region_name>的庇护所中
Pin <pin_amount> creatures to walls or floors [<current_pin>/<pin_amount>]|将<pin_amount>个生物钉到墙上或地板上[<current_pin>/<pin_amount>]
The pursuer retreats...|追踪者撤退了……
Mission: <mission_name>|使命：<mission_name>
Total Points:  <points>|总分数：<points>
EXPEDITION-INTRODUCTION|简介
Total Challenges Completed: <num>|全部已完成挑战：<num>
<num> Quests Completed|已完成<num>个任务
Current Level: <level>|当前等级：<level>
Recover all karma and fast travel to any discovered shelter, consumes an earned passage|恢复所有业力并快速前往任何已发现的庇护所，消耗一个已获得的通行证
Missing Requirements:      <req>|遗漏的要求：      <req>
Slugcat Unlocked: <slugcat>|已解锁蛞蝓猫：<slugcat>
Q U E S T   C O M P L E T E|任务完成
Warning: Hidden challenges will become normal challenges when retrying|警告：重试后，隐藏挑战将变为普通挑战
No Ringing in Ears|去除耳鸣声
Enables a persistent glow around the player|使玩家周围持续发光
Start the expedition with an Electric Spear|持有电能长矛开始探险
Start the expedition with a Scavenger Lantern|持有拾荒者灯笼开始探险
Slow time at will by holding PICK UP and pressing MAP, also temporarily increases movement abilities|通过按住“拾取”和按“地图”随意减慢时间，这也会暂时提高移动能力
Enables the use of passages during expeditions which can be earned by completing challenges|允许在探险期间使用通行证，通行证次数可以通过完成挑战获得
Allows the player to stow an additional spear on their back by holding PICK UP|允许玩家通过按住“拾取”键将额外的长矛放在背上
Start the expedition with a Vulture Mask|持有秃鹫面具开始探险
Start the expedition with the Joke Rifle|持有玩笑步枪开始探险
Allows the player to wield a spear in each hand|允许玩家两只手各持有一支长矛
Makes the player highly resistant to explosions|使玩家对爆炸有很强的抗性
Start the expedition with a Singularity Bomb|持有奇点炸弹开始探险
Allows the player to jump a second time mid-air by pressing JUMP and PICKUP|按下“跳跃”和“拾取”键可以使玩家在空中跳跃第二次
Apply Burdens to increase both difficulty and the amount of points received|施加负担来同时提高难度和获得的分数
Craft different combinations of items together by holding UP and PICK UP|通过按住“上方向键”和“拾取”键来组合不同的物品
Whilst undertaking an expedition, certain gameplay elements are changed:|在进行探险时，某些游戏元素会发生变化：
Increases the players movement abilities, granting high speed and jump height|提高玩家的移动能力，给予较高的移速和跳跃高度
Expedition is a challenge oriented gamemode featuring permadeath and progression. Pick a character and prepare for an expedition by selecting which challenges to undertake.|探险是一种以挑战为导向的游戏模式，具有永久死亡和进度。选择一个角色并通过选择要接受的挑战来准备一次探险。
A successful expedition will grant points and varying rewards depending on what was accomplished, these can range from new Perks to use in future runs, Burdens to increase the difficulty in interesting ways, and music tracks that can be played in the Jukebox menu.|一次成功的探险将根据所完成的事情给予分数和不同的奖励，这些奖励包括可以在未来的游戏中使用的新增益，以有趣的方式增加难度的负担，以及可以在音乐盒菜单中播放的音乐曲目。
Players start the Expedition in a randomly selected shelter.<LINE>All characters start with two karma and have a maximum karma limit of five.<LINE>The Survivor achievement is completed by default, and other achievements are not gated by it.<LINE>Passages are disabled by default, instead being unlocked by a Perk.<LINE>Echoes will not spawn on the first cycle.<LINE>There is no cycle limit for The Hunter in Expedition.<LINE>Collectable tokens will not appear and discovered lore is not saved in the Collection menu.|玩家在随机选择的庇护所开始探险。<LINE>所有角色开始时都有两级业力，最大业力限制为五级。<LINE>求生者成就默认完成，其他成就不受此限制。<LINE>通行证默认禁用，但可通过某一增益解锁。<LINE>回响不会在第一个雨循环中出现。<LINE>探险中的猎手没有雨循环限制。<LINE>不会出现可收集的标记，发现的剧情不会在收藏菜单中出现。
Select a slugcat to use for the duration of the expedition. The expedition will take place in the same world as their campaign but with story elements removed. If Jolly Co-op is enabled, you can also configure the number of additional players at any time.|选择一只在探险期间使用的蛞蝓猫。探险将与它们的剧情发生在同一个世界，但故事元素被移除。如果启用了惬意合作模式，你还可以随时配置额外玩家的数量。
Monk and Survivor - Unlocked by default<LINE>Hunter - Unlocked once Monk or Surivor's campaign is beaten<LINE>Others - Unlocked once their campaign is beaten|僧侣和求生者 - 默认解锁<LINE>猎手 - 通关僧侣或求生者剧情后解锁<LINE>其他 - 通关对应角色剧情后解锁
The challenge select page is where you craft your expedition. Adjust the number and types of challenges you will aim to complete and see how many points you will earn once the expedition is completed.|挑战选择页面是你打造探险的地方。你可以在其中调整你要完成的挑战的数量和类型，并查看完成探险后将获得的分数。
Toggles whether or not the selected challenge is hidden. Hidden challenges are completely random and their requirements are only revealed once all regular challenges have been completed. Hidden challenges are worth twice as many points. An expedition must have at least one non-hidden challenge.|切换是否隐藏选定的挑战。隐藏挑战是完全随机的，只有在完成所有常规挑战后才会显示它们的要求。隐藏挑战的分数会翻倍。探险必须至少有一个非隐藏的挑战。
Controls how many challenges the expedition will have, up to a maximum of five. A point bonus is applied for multiple challenges.|控制探险的挑战数量，最多五个。分数奖励适用于多项挑战。
Randomizes all challenges at once. Can only be used if no challenge filters are applied.|一次性随机化所有挑战。只有在未应用挑战筛选器时才能使用。
Indicates your progress to the next level and how much the current expedition will award. If the bar blinks rapidly then completing the expedition will grant a level. The number at the end of the bar displays how many levels will granted.|指示你进入下一等级的进度以及当前探险将奖励多少。如果进度条快速闪烁，则完成探险将提高一个等级。进度条末尾的数字会显示将要提高的等级数。
Complete quests to unlock additional content such as perks, burdens and music tracks.<LINE><LINE>'Expedition' quests are completed by undertaking an expedition that meets certain requirements, whilst 'Milestone' quests are completed after reaching a specific goal across multiple expeditions.|完成任务以解锁额外内容，例如增益、负担和音乐曲目。<LINE><LINE>“探险”任务是通过进行满足特定要求的探险来完成的，而“里程碑”任务是在多次探险达到特定目标后完成的。
Highlight a quest to see all of its requirements and rewards. Try to put together an expedition that completes multiple quests at once!|高亮显示一个任务以查看其所有要求和奖励。尝试组织一次可同时完成多项任务的探险吧！
Grants The Hunter's ability to store spears on their back to other characters. A useful buff for players engaging in combat challenges.|给予其他角色和猎手一样的背矛能力。对于参与战斗挑战的玩家来说是一个有用的增益。
Missions are hand-crafted expeditions with specific challenges and starting locations. Some missions may also require you to use a certain Perk or Burden. These cannot be removed, however additional Perks and Burdens can be enabled if desired.|使命是手工打造且具有特定挑战和起始位置的探险。某些使命可能还需要你使用特定的增益或负担。这些无法移除，如果有需要，也可以启用额外的增益和负担。
In order to select a mission, you must first unlock all of its requirements. Some quests will require that a mission is completed to grant its rewards. You can also repeat a mission at anytime to strive for the fastest time!|若要选择一项使命，你必须先解锁它的所有要求。有些任务需要完成某一使命才能获得奖励。你也可以反复重复一项使命，以求用最快的时间完成它！
The Jukebox menu lets you listen to your favourite tracks from Rain World and Rain World: Downpour. All music tracks can be unlocked as rewards for completing quests.|音乐盒菜单可让您聆听《雨世界》和《雨世界：倾盆大雨》中你最喜爱的曲目。所有音乐曲目都可以作为完成任务的奖励来解锁。
Repeats the currently selected track|重复当前已选曲目
Set a track to play as the menu theme|将一个曲目设为菜单主题曲
Unlocked via quests, perks can be applied to an expedition to even the odds, granting new tools and abilities for making completing challenges easier. See below for a full list of unlockable perks.|增益通过任务解锁，它可以应用到探险中以弥补劣势，你可从增益中获得新的工具和能力，使完成挑战变得更容易。请参阅下文了解可解锁增益的完整列表。
Start the expedition with a persistent glow around the player, usually granted by consuming a neuron. Useful in dark environments or when using the BLINDED burden.|在玩家周围持续发光的情况下开始探险，通常要消耗一个神经元来得到此效果。在黑暗环境中或使用“失明”负担时很有用。
Start the expedition with a Scavenger Lantern, a portable light source -- and for some slugcats -- a source of vital warmth.|持有拾荒者灯笼开始探险，一个便携式光源（对一些蛞蝓猫来说是重要的温暖来源）。
Grants the ability to slow time at will by holding PICK UP and pressing MAP. A visual indicator for the ability's cooldown appears above the cycle timer.|通过按住“拾取”和按“地图”可以随意减慢时间。技能冷却时间的视觉提示会出现在雨循环计时器的上方。
re-enables the use of passages to travel to previously visited shelters and recover all karma while doing so. Rather than being granted by achievements, a passage is awarded for each completed challenge.|重新允许使用通行证前往之前访问过的庇护所，并在此过程中恢复所有业力。通行证次数不会通过成就给予，而是每完成一个挑战就会奖励一次通行证次数。
Start the expedition with a Vulture Mask, helping to keep hostile creatures at bay, or make them fleeing targets.|持有秃鹫面具开始探险，帮助让敌对生物远离你，或使它们成为逃窜的目标。
Start the expedition with reinforced karma. Reinforced karma is the only way to prevent permadeath at the lowest karma level. If the cycle ends in failure, a karma flower will appear at the site of death. Will be permanently lost if not recovered.|以业力增强状态开始探险。增强业力是在最低业力水平上防止永久死亡的唯一方法。若雨循环失败，死亡处会出现一朵业力花，若不找回业力花，它将永久消失。
Bestows the Spearmaster's dual-wielding ability to other characters. Being able to carry a spear in each hand greatly increases the speed at which you can deal damage.|将矛大师的双持能力赋予其他角色。能够每只手携带一根长矛大大提高了你造成伤害的速度。
Start the expedition with a Singularity Bomb, a devastating weapon that can eliminate even the toughest of creatures, just make sure not to get caught in the blast.|持有奇点炸弹开始探险，这是一种毁灭性的武器，甚至可以消灭最难处理的生物。一定要确保自己不要被卷入爆炸中。
Withstand explosive encounters by borrowing The Artificer's explosion immunity. Useful if unfavored by the Scavengers, or for surviving situations where an explosion may be a last resort.|通过借用工匠的爆炸免疫来抵御遇到的爆炸情况。在拾荒者不喜欢你，或者在为求一线生机而不得不引起爆炸的情况下很有用。
Grants The Gourmand's crafting ability to other characters. Experiment with objects you find by combining them into new ones to help in different situations. Activate by holding UP and PICK UP with an item in each hand.|将饕餮的制造能力给予其他角色。尝试将你找到的物体组合成新物体，以在不同场合下提供帮助。每只手各拿一个物品时，通过按住“上方向键”和“拾取”键激活。
Increases the chosen characters running and jumping abilities by borrowing The Rivulet's high agility, letting you cross great distances with ease. Less efective for larger characters.|借用溪流的高敏捷性来增加所选角色的奔跑和跳跃能力，让你轻松穿越很远的距离。角色越大，效果越差。
Start the expedition with the Joke Rifle. Originally shown off as an April Fools joke, the Rifle makes its way into Rain World: Downpour as a useful tool. Experiment by loading different items as ammo by holding the PICK UP button, and fire the Rifle with the THROW button.|持有玩笑步枪开始探险。步枪最初作为愚人节笑话加入了游戏，现在它成了《雨世界：倾盆大雨》中一种有用的工具。通过按住拾取键将不同的物品作为弹药，装入步枪进行实验，然后使用投掷键发射步枪。
Shrouds the entire world in an endless night, obscuring danger in every shadow. A light source will be vital for survival.|将整个世界笼罩在无尽的黑夜中，将危险隐藏在每个阴影处。光源对生存至关重要。
Removes the safety net that karma provides, triggering permadeath for any failure. Made only slightly less punishing with the use of the Karma Flower perk.|移除业力提供的安全保障，任何失败都会触发永久死亡。使用业力花增益只会稍微减轻惩罚。
Makes the player public enemy number one. All hostile creatures in the region will know your location at all times, making standing still a bad choice.|让玩家成为头号公敌。该区域的所有敌对生物都会随时知道你的位置，因此原地不动是一个糟糕的选择。
Something stalks you through the world, endlessly searching for its target. Though not impossible to defeat, it will always return.|有某种东西在世界各地跟踪你，它会无休止地寻找它的目标。虽然要打败它不是不可能，但它总会回来的。
JOLLY COOP|惬意合作模式
Difficulty|难度
Color Mode|色彩模式
INFO_COLOR|共有三种色彩选项：<LINE><LINE>- 默认：使用每只蛞蝓猫的原始颜色。<LINE>- 自动：让游戏为每只蛞蝓猫选择不同的颜色。<LINE>- 自定义：使用滑块调整颜色。
Input Help|输入帮助
Spears hit|玩家互伤
Players: <num_p>|玩家：<num_p>
Friendly lizards|友好蜥蜴
Player <p_n>|玩家<p_n>
Camera Input|视角输入
Local co-op!|本地合作模式！
ADJUST_COLOR|调整色彩模式
COLOR_BUTTON|色彩
REFER_MANUAL|查看手册以获取更多信息
INTRODUCTION|简介
DIFFICULTIES|难度
PIGGYBACKING|背负
INFO_DIFF|惬意合作模式中提供三种难度：<LINE><LINE>- 在简单难度下，只需一名玩家到达庇护所。<LINE>- 在普通难度下，所有玩家（无论死活）<LINE>都需要到达庇护所。一定要带上你倒下的队友！<LINE>- 在困难难度下，每个玩家都需要活着才能完成雨循环。<LINE><LINE>记住！雨眠时，所有活着的玩家都需要在同一个庇护所里，<LINE>所有难度都一样！
INFO_CAMERA|在惬意合作模式中，视角由所有玩家共享。游玩期间，屏幕的右下角有一个会显示视角当前跟随目标的箭头。<LINE>如要将视角重新定位到你的玩家，请连续轻触“地图”键。<LINE><LINE>“视角输入”选项可以配置你需要连续轻触的速度，且此选项主要是一个无障碍辅助选项！
Spears miss|禁用玩家互伤
No stealing|无法偷窃
INFO_DIFF_DESCRIPTION|点击以获取有关难度选项的更多信息
description_spears_on|你投掷的长矛不会击中其他玩家
MANUAL_INTRODUCTION_1|你可以在惬意合作模式中和你的朋友游玩剧情和其他游戏模式！<WWLINE>选择你最喜欢的蛞蝓猫，与最多4名玩家一起体验旅程吧。
MANUAL_PIGGYBACKING_1|惬意合作模式中，在蹲伏的玩家附近按住<PICK UP><WWLINE>键即可将其背在背上。你也可以对已经丧失行动能力的<WWLINE>玩家使用该操作。
MANUAL_PIGGYBACKING_2|你可以抛出背上的玩家，助其登上更高的平台或物品。<WWLINE>被背在背上的玩家也可以随时跳下来。
INFO_CAMERA_DESCRIPTION|点击以获取有关视角选项的更多信息
INFO_COLOR_DESCRIPTION|点击以获取有关色彩选项的更多信息
DIFFICULTY INFORMATION|难度信息
description_spears_off|你投掷的长矛会击中其他玩家
CAMERA INFORMATION|视角信息
description_pup_on|玩家<p_n>为蛞蝓猫幼崽
description_hud_on|隐藏玩家昵称和其他标示
MANUAL_SURVIVING_1|所有活着的玩家都需要在同一个庇护所里才能成功雨眠，所有难度都一样！对于其他事件（例如穿过大门）也是如此。
MANUAL_SELECTING_1|你可以随意组合准备游玩的蛞蝓猫小队！首先，<WWLINE>像往常一样选择一个剧情，这将决定世界和故事<WWLINE>（需要的食物、生成的生物等等）。
MANUAL_SELECTING_2|然后，打开惬意合作模式菜单并选择每个玩家的外观和能力！<WWLINE>你也可以选择游玩猫崽。
COLOR INFORMATION|色彩信息
Vanilla shortcuts|默认通道
Friendly stealing|友好偷窃
ADJUST_DIFFICULTY|调整难度
SURVIVING A CYCLE|生存一个雨循环
MANUAL_POINTING_1|你可以通过手势与其他玩家和拾荒者交流！<WWLINE>
MANUAL_POINTING_2|若要使用手势，请双击并按住<MAP>键。按住<MAP>键时，<WWLINE>朝一个方向移动以控制你指向的位置。<WWLINE>
MANUAL_POINTING_3|指向一个生物或物品会使其高亮显示。<WWLINE>拾荒者也会看向你指的东西！
Adjust the number of players|调整玩家数量
description_camera_toggle_on|当视角跟随你时，再次发出切换请求会使其跟随下一个玩家
CLOSE|关闭
RESET|重置
PLAYER_CLASS_INSTRUCTION_MAIN|若要更改玩家1的角色，请使用不同的剧情故事。
description_camera_toggle_off|在已经被跟随时请求切换视角将不会有任何反应
description_smart_shorcuts_on|（推荐）更换房间时，你将在通道内等待其他玩家
PLAYER_CLASS_INSTRUCTION|为玩家<p_n>选择外观和能力。
PLAYER_CUSTOM_NAME_DESCRIPTION|点击以更改玩家<p_n>的名字。
description_smart_shorcuts_off|通道将正常运行
description_friendlylizards_on|被驯服的蜥蜴会对其他玩家友好
EASY|简单
HARD|困难
FAST|快速
SLOW|缓慢
AUTO|自动
SHOW|显示
Body|身体
Eyes|眼睛
NORMAL|普通
CUSTOM|自定义
HUD on|抬头显示器开启
CAMERA|视角
DEFAULT|默认
HUD off|抬头显示器关闭
description_pup_off|玩家<p_n>为正常年龄
description_hud_off|显示玩家昵称和其他标示
COLOR CONFIGURATION|色彩配置
JOLLY_MANUAL_BUTTON|手册
SELECTING A SLUGCAT|选择一个蛞蝓猫
MANUAL_DIFFICULTY_1|惬意合作模式有三种可用难度：
MANUAL_DIFFICULTY_2|- 简单：只需一名玩家到达庇护所。
MANUAL_DIFFICULTY_3|- 普通：所有玩家（无论死活）都需要到达庇护所<WWLINE>一定要带上你倒下的队友！
MANUAL_DIFFICULTY_4|- 困难：每个玩家都需要活着才能完成雨循环。
description_friendlylizards_off|被驯服的蜥蜴会攻击未知玩家
description_friendlystealing_on|玩家可以从其他玩家手中偷取物品
description_friendlystealing_off|禁用玩家之间的偷窃
Camera cycles|视角循环
ADJUST_CAMERA|调整视角辅助功能
Camera doesn't cycle|视角不会循环
Smart shortcuts|智能通道
Vanilla lizards|默认蜥蜴
MANUAL_CAMERA_1|在惬意合作模式中，游戏视角由所有玩家共享，<WWLINE>其可以在某一既定时间跟随特定玩家。轻触<MAP><WWLINE>键即可使视角重新跟随你。
MANUAL_CAMERA_2|你可以在惬意合作模式菜单中配置点击<MAP>按钮所需的速度。
MANUAL_CAMERA_3|如果视角循环选项在惬意合作模式菜单中已启用，在视角已经跟随你的情况下轻触<MAP>键即可使其跟随下一个玩家。
MANUAL_CAMERA_4|右下角的指示标将在视角当前跟随的玩家上显示一个箭头。
MANUAL_CAMERA_5|在剧情的某些节点，镜头可能会锁定在特定玩家身上，这将由一个特殊的图标表示。
HUE|色调
SAT|饱和度
LIT|亮度
POINTING|手势
spearhit.betterchitrans-name|更好的中文翻译
spearhit.betterchitrans-description|矛击汉化组为您带来整体订正改善的雨世界中文翻译<LINE><LINE>功能：<LINE>1. 订正雨世界本体、拓展、倾盆大雨DLC，旁观者DLC文本<LINE>2. 添加约会模拟器的中文翻译<LINE>3.自定义中文区域标题（可开关）<LINE>4.彩蛋猫流程中文文本添加<LINE>5.添加开发者评论翻译<LINE>6.修复切换语言卡死的BUG
0Bite|撕咬
Hiss|嘶鸣
Call|呼唤
SRS:|七轮红日：
NSH:|无稽烦忧：
EOC:|云雾纪元：
BSM:|月亮大姐：
NGI:|嫌弃靛蓝：
Monk|僧侣
Scar|疤痕
Luna|皎月
Hang|倒悬
Bash|冲撞
Flee|后撤
Grab|抓取
Spit|喷吐
Noot|嘟嘟叫
Howl|怒吼
Snip|喙钳击
Jump|跳跃
Moo!|哞！
None|无
Lunge|前冲
Saint|圣徒
Gills|鳃
Vents|通风口
Click|声震
Sleep|睡觉
Birth|生育
Chomp|吞噬
Throw|投掷
Shock|放电
Point|指示
Laser|发激光
Arena|竞技场
Class|职业
Items|物品
STOP.|住手。
Launch|弹射
Hunter|猎手
Random|随机
Tongue|吐舌头
Spears|长矛
Struts|支柱
Burrow|钻洞
Attach|贴附
Squeak|吱吱叫
Pounce|扑跃
Skewer|穿刺
Detach|脱离
Snatch|抓擭
Sprint|冲刺
Signal|信号
Ascend|上浮
DON'T.|别。
LEAVE.|滚。
Consume|吸噬
Rivulet|溪流
The Rot|腐化之地
Rubicon|无归界
Pick Up|拾取
Release|释放
Discard|丢弃
Stealth|潜伏
Ensnare|抓咬
Harpoon|发射骨矛
Pick up|拾取
Descend|下沉
...WHY?|……为什么？
Are my words reaching you?|你能听到我的话吗？
Go... away! You ate... me!|走……开！你吃……了我！
creaturetype-ScavengerKing|拾荒者大酋长
objecttype-SingularityBomb|奇点炸弹
Undiscovered Transcription|未发现的记录
Destroy all armored plates|摧毁所有装甲板
Please, don't touch those!|求你了，别碰那些！
Ah, you must be in a rush.|啊，你一定有急事。
Stop. If your intent is to damage my systems further, then I have no reason to continue this conversation.|停下。如果你是为了继续破坏我的系统，我没有再和你说话的理由了。
Very well, you are on your own, creature. Please leave.|很好。现在你全靠你自己了，生物。请离开。
We've read this, little creature. As previously stated:|我们已经读过这个了，小生灵，和我之前说的一样：
Hold Eat while grabbing an unconscious creature to maul|抓着昏迷的生物时按住“进食”键进行撕咬
Hold throw while flying to charge your ascension burst.|在飞行中长按“投掷”键，为超度蓄力。
Hold the pick-up button to pull needles from your body.|按住“拾取”键从你的身上拔出针。
You're not leaving? I suppose I should continue then...|你不走了？那我就从我停下的地方继续吧……
However, you really shouldn't stay. It's too dangerous.|但是，你真的不该留下来，太危险了。
Don't. My systems have already been damaged enough as it is. Go away.|不要。我的系统已经受损得够多了。走开。
Best of luck to you, and your family. There is nothing else I can do.|祝你和你的家人好运。我也做不到更多了。
Go... away... bad... thing...|走……开……坏……东西……
Five Pebbles (Primary Cortex)|五块卵石（初级皮层）
Abstract Convergence Manifold|抽象收敛流形
Take your offspring with you.|带上你的孩子。
Too... broken...|过……毁……
The Rot (Depths)|腐化之地（深层）
Silent Construct|无声构造
Windswept Spires|风啸尖塔
Hold to view map|按住以查看地图
Parry ## attacks|招架##次攻击
Met Five Pebbles|见到五块卵石
...help... me...|……帮帮……我……
LET GO! p please|放开它！求……求你了。
Shall we finish?|我们可以继续了吗？
No! You... killed... me!|不！你……杀了……我！
The Rot (Cystic Conduit)|腐化之地（囊性导管）
creaturetype-StowawayBug|偷渡虫
creaturetype-JungleLeech|丛林水蛭
Submerged Superstructure|沉没巨构
Please do not do that...|请你别那样做……
...Not forgotten pain...|……还没忘记痛苦……
No! <CapPlayerName> ate... me!|不！<CapPlayerName> 吃了......我！
##<LINE>without anything dying|##<LINE>在无死亡的情况下
Welcome back little messenger.|欢迎回来小信使。
...Little green friend. Hello.|……绿色的小朋友。你好。
Spanish translation by Garrakx|西班牙语翻译由Garrakx提供
No! Am... broken... because you...|不！毁坏......因为你......
Five Pebbles (Linear Systems Rail)|五块卵石（线性系统导轨）
Looks to the Moon (Memory Conflux)|仰望皓月（内存汇流）
Have you brought your family here?|你带着孩子吗？
Hello again. Shall I keep reading?|又见面了。我要继续读吗？
No!|不！
WO:|徘徊预兆：
PI:|申辩智能：
GS:|凝望群星：
SI:|隔绝本能：
HR:|局部地狱：
CW:|追逐清风：
EP:|不稳脉冲：
FP:|五块卵石：
HF:|半片森林：
UU:|不安乞儿：
Eat|进食
Sit|坐下
Bow|鞠躬
Eat|进食
Fly|飞翔
Run|跑
Leave... me alone. Terrible... creature...|离我……远点。糟糕的……生物……
I have read this. As I have stated before:|我读过这个。和我之前说的一样：
Explosive jump while holding down to parry|爆炸跳时按住“下方向键”进行招架
Looks to the Moon's Transcription (Future)|仰望皓月的记录（未来）
You'd better hurry along, little creature!|你最好快点走，勇敢的信使。
I have nothing to say to you, <PlayerName>.|我没有什么可跟你说的，<PlayerName>。
Press jump in the air to extend your tongue|在空中按“跳跃”键来伸出你的舌头。
Use directional inputs to aim the ascension|使用方向键给超度定向。
Did you not register what I've said to you?|你没听到我跟你说的话吗？
Please, leave quickly, while you still can.|拜托，快点离开，趁你还来得及。
Go away, <PlayerName>.|走开，<PlayerName>。
creaturetype-EelLizard|鳗蜥蜴
creaturetype-AquaCenti|水蜈蚣
creaturetype-Inspector|监察者
Atop the Tallest Tower|至高塔之巅
Primordial Underground|地底原生境
Survive for ## seconds|存活##秒
Safari region unlocked|已解锁观览区域
Hold grab to activate.|按住抓取以激活。
